season,league_position,club,player_name,transfer_direction,transfer_type,transfer_value,net_transfer
2014/15,14,Leicester City,Leonardo Ulloa,Spent,Full Transfer,10.12,10.12
2014/15,14,Leicester City,Andrej Kramaric,Spent,Full Transfer,9,9
2014/15,14,Leicester City,Danny Simpson,Spent,Full Transfer,2.5,2.5
2014/15,14,Leicester City,Tom Lawrence,Spent,Full Transfer,1.26,1.26
2014/15,15,Newcastle United,Remy Cabella,Spent,Full Transfer,10,10
2014/15,15,Newcastle United,Siem de Jong,Spent,Full Transfer,8.7,8.7
2014/15,15,Newcastle United,Emmanuel Riviere,Spent,Full Transfer,6.32,6.32
2014/15,15,Newcastle United,Daryl Janmaat,Spent,Full Transfer,6,6
2014/15,15,Newcastle United,Jamaal Lascelles,Spent,Full Transfer,5,5
2014/15,15,Newcastle United,Karl Darlow,Spent,Full Transfer,5,5
2014/15,15,Newcastle United,Facundo Ferreyra,Spent,Loan Fee,2,2
2014/15,15,Newcastle United,Ayoze Perez,Spent,Full Transfer,2,2
2014/15,15,Newcastle United,Mathieu Debuchy,Received,Full Transfer,15,-15
2014/15,15,Newcastle United,Mapou Yanga Mbiwa,Received,Full Transfer,7.35,-7.35
2014/15,15,Newcastle United,Mapou Yanga Mbiwa,Received,Loan Fee,1.26,-1.26
2014/15,16,Sunderland,Jack Rodwell,Spent,Full Transfer,12.6,12.6
2014/15,16,Sunderland,Will Buckley,Spent,Full Transfer,3.12,3.12
2014/15,16,Sunderland,Patrick van Aanholt,Spent,Full Transfer,1.9,1.9
2014/15,16,Sunderland,Ricardo Alvarez,Spent,Loan Fee,1.5,1.5
2014/15,16,Sunderland,Alfred N'Diaye,Received,Full Transfer,3.5,-3.5
2014/15,16,Sunderland,Ignacio Scocco,Received,Full Transfer,3.25,-3.25
2014/15,16,Sunderland,David Moberg Karlsson,Received,Full Transfer,0.5,-0.5
2014/15,17,Aston Villa,Carlos Sanchez,Spent,Full Transfer,6,6
2014/15,17,Aston Villa,Carles Gil,Spent,Full Transfer,4.2,4.2
2014/15,17,Aston Villa,Aly Cissokho,Spent,Full Transfer,2.5,2.5
2014/15,17,Aston Villa,Kieran Richardson,Spent,Full Transfer,0.75,0.75
2014/15,17,Aston Villa,Karim El Ahmadi,Received,Full Transfer,0.7,-0.7
2014/15,17,Aston Villa,Jordan Bowery,Received,Full Transfer,0.3,-0.3
2014/15,17,Aston Villa,Samir Carruthers,Received,Full Transfer,0.25,-0.25
2014/15,17,Aston Villa,Daniel Johnson,Received,Full Transfer,0.06,-0.06
2014/15,18,Hull City,Abel Hernandez,Spent,Full Transfer,12,12
2014/15,18,Hull City,Robert Snodgrass,Spent,Full Transfer,7.5,7.5
2014/15,18,Hull City,Jake Livermore,Spent,Full Transfer,7,7
2014/15,18,Hull City,Michael Dawson,Spent,Full Transfer,4.4,4.4
2014/15,18,Hull City,Mohamed Diame,Spent,Full Transfer,4.4,4.4
2014/15,18,Hull City,Dame N'Doye,Spent,Full Transfer,3.96,3.96
2014/15,18,Hull City,Andrew Robertson,Spent,Full Transfer,3.6,3.6
2014/15,18,Hull City,Harry Maguire,Spent,Full Transfer,3.16,3.16
2014/15,18,Hull City,Tom Ince,Spent,Full Transfer,1.95,1.95
2014/15,18,Hull City,Shane Long,Received,Full Transfer,14.9,-14.9
2014/15,18,Hull City,George Boyd,Received,Full Transfer,3.8,-3.8
2014/15,19,Burnley,George Boyd,Spent,Full Transfer,3.8,3.8
2014/15,19,Burnley,Lukas Jutkiewicz,Spent,Full Transfer,3.1,3.1
2014/15,19,Burnley,Michael Keane,Spent,Full Transfer,2.56,2.56
2014/15,19,Burnley,Michael Kightly,Spent,Full Transfer,1.9,1.9
2014/15,19,Burnley,Stephen Ward,Spent,Full Transfer,0.63,0.63
2014/15,19,Burnley,Marvin Sordell,Spent,Full Transfer,0.63,0.63
2014/15,20,Queens Park Rangers,Stephen Caulker,Spent,Full Transfer,10.75,10.75
2014/15,20,Queens Park Rangers,Leroy Fer,Spent,Full Transfer,10,10
2014/15,20,Queens Park Rangers,Jordon Mutch,Spent,Full Transfer,7.57,7.57
2014/15,20,Queens Park Rangers,Sandro,Spent,Full Transfer,7.5,7.5
2014/15,20,Queens Park Rangers,Alex McCarthy,Spent,Full Transfer,3.8,3.8
2014/15,20,Queens Park Rangers,Eduardo Vargas,Spent,Loan Fee,1.4,1.4
2014/15,20,Queens Park Rangers,Jack Robinson,Spent,Full Transfer,1.25,1.25
2014/15,20,Queens Park Rangers,Mauricio Isla,Spent,Loan Fee,1.2,1.2
2014/15,20,Queens Park Rangers,Loic Remy,Received,Full Transfer,13.2,-13.2
2014/15,20,Queens Park Rangers,Jordon Mutch,Received,Full Transfer,6.34,-6.34
2014/15,20,Queens Park Rangers,Esteban Granero,Received,Full Transfer,4,-4
2014/15,20,Queens Park Rangers,Danny Simpson,Received,Full Transfer,2.5,-2.5
2015/16,1,Leicester City,Shinji Okazaki,Spent,Full Transfer,11,11
2015/16,1,Leicester City,N'Golo Kante,Spent,Full Transfer,9,9
2015/16,1,Leicester City,Yohan Benalouane,Spent,Full Transfer,7,7
2015/16,1,Leicester City,Gokhan Inler,Spent,Full Transfer,7,7
2015/16,1,Leicester City,Daniel Amartey,Spent,Full Transfer,6.6,6.6
2015/16,1,Leicester City,Demarai Gray,Spent,Full Transfer,5.1,5.1
2015/16,1,Leicester City,Robert Huth,Spent,Full Transfer,4.2,4.2
2015/16,1,Leicester City,David Nugent,Received,Full Transfer,5.6,-5.6
2015/16,1,Leicester City,Chris Wood,Received,Full Transfer,3.6,-3.6
2015/16,1,Leicester City,Yohan Benalouane,Received,Loan Fee,0.25,-0.25
2015/16,2,Arsenal,Petr Cech,Spent,Full Transfer,14,14
2015/16,2,Arsenal,Mohamed Elneny,Spent,Full Transfer,12.5,12.5
2015/16,2,Arsenal,Jeff Reine Adelaide,Spent,Full Transfer,2.5,2.5
2015/16,2,Arsenal,Lukas Podolski,Received,Full Transfer,2.5,-2.5
2015/16,3,Tottenham Hotspur,Heung Min Son,Spent,Full Transfer,30,30
2015/16,3,Tottenham Hotspur,Toby Alderweireld,Spent,Full Transfer,16,16
2015/16,3,Tottenham Hotspur,Clinton N'Jie,Spent,Full Transfer,14.1,14.1
2015/16,3,Tottenham Hotspur,Kevin Wimmer,Spent,Full Transfer,6,6
2015/16,3,Tottenham Hotspur,Kieran Trippier,Spent,Full Transfer,4.9,4.9
2015/16,3,Tottenham Hotspur,Roberto Soldado,Received,Full Transfer,16,-16
2015/16,3,Tottenham Hotspur,Andros Townsend,Received,Full Transfer,15.7,-15.7
2015/16,3,Tottenham Hotspur,Paulinho,Received,Full Transfer,14,-14
2015/16,3,Tottenham Hotspur,Etienne Capoue,Received,Full Transfer,8.9,-8.9
2015/16,3,Tottenham Hotspur,Benjamin Stambouli,Received,Full Transfer,8.6,-8.6
2015/16,3,Tottenham Hotspur,Vlad Chiriches,Received,Full Transfer,7,-7
2015/16,3,Tottenham Hotspur,Lewis Holtby,Received,Full Transfer,6.5,-6.5
2015/16,3,Tottenham Hotspur,Aaron Lennon,Received,Full Transfer,6,-6
2015/16,3,Tottenham Hotspur,Younes Kaboul,Received,Full Transfer,4.3,-4.3
2015/16,3,Tottenham Hotspur,Milos Veljkovic,Received,Full Transfer,0.33,-0.33
2015/16,3,Tottenham Hotspur,Ryan Fredericks,Received,Full Transfer,0.25,-0.25
2015/16,4,Manchester City,Kevin De Bruyne,Spent,Full Transfer,74,74
2015/16,4,Manchester City,Raheem Sterling,Spent,Full Transfer,62.5,62.5
2015/16,4,Manchester City,Nicolas Otamendi,Spent,Full Transfer,44.6,44.6
2015/16,4,Manchester City,Patrick Roberts,Spent,Full Transfer,15,15
2015/16,4,Manchester City,Fabian Delph,Spent,Full Transfer,11.5,11.5
2015/16,4,Manchester City,Enes Unal,Spent,Full Transfer,3,3
2015/16,4,Manchester City,Anthony Caceres,Spent,Full Transfer,0.32,0.32
2015/16,4,Manchester City,Florian Lejeune,Spent,Full Transfer,0.3,0.3
2015/16,4,Manchester City,Ruben Sobrino,Spent,Full Transfer,0.27,0.27
2015/16,4,Manchester City,Alvaro Negredo,Received,Full Transfer,28,-28
2015/16,4,Manchester City,Rony Lopes,Received,Full Transfer,12,-12
2015/16,4,Manchester City,Matija Nastasic,Received,Full Transfer,9.5,-9.5
2015/16,4,Manchester City,Karim Rekik,Received,Full Transfer,5,-5
2015/16,4,Manchester City,Edin Dzeko,Received,Loan Fee,4,-4
2015/16,4,Manchester City,Scott Sinclair,Received,Full Transfer,3.5,-3.5
2015/16,4,Manchester City,Stevan Jovetic,Received,Loan Fee,2.5,-2.5
2015/16,4,Manchester City,Dedryck Boyata,Received,Full Transfer,2,-2
2015/16,4,Manchester City,Jose Pozo,Received,Full Transfer,0.5,-0.5
2015/16,4,Manchester City,Jason Denayer,Received,Loan Fee,0.43,-0.43
2015/16,5,Manchester United,Anthony Martial,Spent,Full Transfer,50,50
2015/16,5,Manchester United,Morgan Schneiderlin,Spent,Full Transfer,35,35
2015/16,5,Manchester United,Memphis Depay,Spent,Full Transfer,34,34
2015/16,5,Manchester United,Matteo Darmian,Spent,Full Transfer,18,18
2015/16,5,Manchester United,Bastian Schweinsteiger,Spent,Full Transfer,9,9
2015/16,5,Manchester United,Angel Di Maria,Spent,Full Transfer,63,63
2015/16,5,Manchester United,Chicharito,Spent,Full Transfer,12,12
2015/16,5,Manchester United,Jonny Evans,Spent,Full Transfer,8.3,8.3
2015/16,5,Manchester United,Nani,Spent,Full Transfer,6,6
2015/16,5,Manchester United,Robin van Persie,Spent,Full Transfer,5.5,5.5
2015/16,5,Manchester United,Rafael,Spent,Full Transfer,3.2,3.2
2015/16,5,Manchester United,Angelo Henriquez,Spent,Full Transfer,1.67,1.67
2015/16,5,Manchester United,Reece James,Spent,Full Transfer,1.4,1.4
2015/16,5,Manchester United,Saidy Janko,Spent,Full Transfer,0.28,0.28
2015/16,6,Southampton,Virgil van Dijk,Spent,Full Transfer,15.7,15.7
2015/16,6,Southampton,Jordy Clasie,Spent,Full Transfer,12,12
2015/16,6,Southampton,Oriol Romeu,Spent,Full Transfer,7,7
2015/16,6,Southampton,Juanmi,Spent,Full Transfer,7,7
2015/16,6,Southampton,Cedric Soares,Spent,Full Transfer,5.5,5.5
2015/16,6,Southampton,Charlie Austin,Spent,Full Transfer,5.2,5.2
2015/16,6,Southampton,Steven Caulker,Spent,Loan Fee,1.7,1.7
2015/16,6,Southampton,Cuco Martina,Spent,Full Transfer,1.5,1.5
2015/16,6,Southampton,Morgan Schneiderlin,Received,Full Transfer,35,-35
2015/16,6,Southampton,Nathaniel Clyne,Received,Full Transfer,17.7,-17.7
2015/16,7,West Ham United,Dimitri Payet,Spent,Full Transfer,15,15
2015/16,7,West Ham United,Angelo Ogbonna,Spent,Full Transfer,11,11
2015/16,7,West Ham United,Michail Antonio,Spent,Full Transfer,9.5,9.5
2015/16,7,West Ham United,Pedro Obiang,Spent,Full Transfer,6,6
2015/16,7,West Ham United,Sam Byram,Spent,Full Transfer,4.8,4.8
2015/16,7,West Ham United,Nikica Jelavic,Spent,Full Transfer,4.1,4.1
2015/16,7,West Ham United,Stephen Hendrie,Spent,Full Transfer,1.3,1.3
2015/16,7,West Ham United,Emmanuel Emenike,Spent,Loan Fee,1,1
2015/16,7,West Ham United,Stewart Downing,Received,Full Transfer,7.9,-7.9
2015/16,7,West Ham United,Nikica Jelavic,Spent,Full Transfer,5.15,5.15
2015/16,7,West Ham United,Modibo Maiga,Spent,Full Transfer,4,4
2015/16,7,West Ham United,Matt Jarvis,Spent,Full Transfer,3.4,3.4
2015/16,7,West Ham United,Mauro Zarate,Spent,Full Transfer,2.1,2.1
2015/16,8,Liverpool,Christian Benteke,Spent,Full Transfer,46.5,46.5
2015/16,8,Liverpool,Roberto Firmino,Spent,Full Transfer,41,41
2015/16,8,Liverpool,Nathaniel Clyne,Spent,Full Transfer,17.7,17.7
2015/16,8,Liverpool,Danny Ings,Spent,Full Transfer,8.3,8.3
2015/16,8,Liverpool,Marko Grujic,Spent,Full Transfer,7,7
2015/16,8,Liverpool,Joe Gomez,Spent,Full Transfer,4.9,4.9
2015/16,8,Liverpool,Raheem Sterling,Spent,Full Transfer,62.5,62.5
2015/16,8,Liverpool,Fabio Borini,Spent,Full Transfer,10.7,10.7
2015/16,8,Liverpool,Iago Aspas,Spent,Full Transfer,6,6
2015/16,8,Liverpool,Rickie Lambert,Spent,Full Transfer,4.2,4.2
2015/16,8,Liverpool,Sebastian Coates,Spent,Full Transfer,2.8,2.8
2015/16,8,Liverpool,Andre Wisdom,Spent,Loan Fee,1.8,1.8
2015/16,8,Liverpool,Marko Grujic,Spent,Loan Fee,1,1
2015/16,8,Liverpool,Tiago Ilori,Spent,Loan Fee,0.35,0.35
2015/16,9,Stoke City,Giannelli Imbula,Spent,Full Transfer,24.25,24.25
2015/16,9,Stoke City,Xherdan Shaqiri,Spent,Full Transfer,17,17
2015/16,9,Stoke City,Joselu,Spent,Full Transfer,8,8
2015/16,9,Stoke City,Philipp Wollscheid,Spent,Full Transfer,3.8,3.8
2015/16,9,Stoke City,Jakob Haugaard,Spent,Full Transfer,0.6,0.6
2015/16,9,Stoke City,Asmir Begovic,Received,Full Transfer,11,-11
2015/16,9,Stoke City,Steven N'Zonzi,Received,Full Transfer,8,-8
2015/16,9,Stoke City,Robert Huth,Received,Full Transfer,4.2,-4.2
2015/16,10,Chelsea,Pedro,Spent,Full Transfer,27,27
2015/16,10,Chelsea,Abdul Rahman Baba,Spent,Full Transfer,20,20
2015/16,10,Chelsea,Asmir Begovic,Spent,Full Transfer,11,11
2015/16,10,Chelsea,Kenedy,Spent,Full Transfer,8,8
2015/16,10,Chelsea,Falcao,Spent,Loan Fee,7,7
2015/16,10,Chelsea,Michael Hector,Spent,Full Transfer,5.4,5.4
2015/16,10,Chelsea,Matt Miazga,Spent,Full Transfer,4.6,4.6
2015/16,10,Chelsea,Nathan,Spent,Full Transfer,4,4
2015/16,10,Chelsea,Papy Djilobodji,Spent,Full Transfer,3.5,3.5
2015/16,10,Chelsea,Ramires,Received,Full Transfer,28,-28
2015/16,10,Chelsea,Filipe Luis,Received,Full Transfer,16,-16
2015/16,10,Chelsea,Petr Cech,Received,Full Transfer,14,-14
2015/16,10,Chelsea,Thorgan Hazard,Received,Full Transfer,8,-8
2015/16,10,Chelsea,Oriol Romeu,Received,Full Transfer,7,-7
2015/16,10,Chelsea,Gael Kakuta,Received,Full Transfer,6,-6
2015/16,10,Chelsea,Mohamed Salah,Received,Loan Fee,5,-5
2015/16,10,Chelsea,Juan Cuadrado,Received,Loan Fee,1.8,-1.8
2015/16,10,Chelsea,Josh McEachran,Received,Full Transfer,1.04,-1.04
2015/16,10,Chelsea,Papy Djilobodji,Received,Loan Fee,0.4,-0.4
2015/16,10,Chelsea,Nathaniel Chalobah,Received,Loan Fee,0.25,-0.25
2015/16,11,Everton,Oumar Niasse,Spent,Full Transfer,17.9,17.9
2015/16,11,Everton,Ramiro Funes Mori,Spent,Full Transfer,12.9,12.9
2015/16,11,Everton,Gerard Deulofeu,Spent,Full Transfer,6,6
2015/16,11,Everton,Aaron Lennon,Spent,Full Transfer,6,6
2015/16,11,Everton,Shani Tarashaj,Spent,Full Transfer,4,4
2015/16,11,Everton,Mason Holgate,Spent,Full Transfer,1.4,1.4
2015/16,11,Everton,Leandro Rodriguez,Spent,Full Transfer,0.7,0.7
2015/16,11,Everton,David Henen,Spent,Full Transfer,0.28,0.28
2015/16,11,Everton,Steven Naismith,Received,Full Transfer,11,-11
2015/16,12,Swansea City,Alberto Paloschi,Spent,Full Transfer,9.5,9.5
2015/16,12,Swansea City,Eder,Spent,Full Transfer,6.7,6.7
2015/16,12,Swansea City,Franck Tabanou,Spent,Full Transfer,4.9,4.9
2015/16,12,Swansea City,Kristoffer Nordfeldt,Spent,Full Transfer,0.85,0.85
2015/16,12,Swansea City,Botti Biabi,Spent,Full Transfer,0.21,0.21
2015/16,12,Swansea City,Jonjo Shelvey,Spent,Full Transfer,16,16
2015/16,12,Swansea City,Jazz Richards,Spent,Full Transfer,0.7,0.7
2015/16,12,Swansea City,Gerhard Tremmel,Spent,Loan Fee,0.1,0.1
2015/16,13,Watford,Abdoulaye Doucare,Spent,Full Transfer,10.6,10.6
2015/16,13,Watford,Adalberto Penaranda,Spent,Full Transfer,10.6,10.6
2015/16,13,Watford,Etienne Capoue,Spent,Full Transfer,8.9,8.9
2015/16,13,Watford,Jose Manuel Jurado,Spent,Full Transfer,8.6,8.6
2015/16,13,Watford,Nordin Amrabat,Spent,Full Transfer,8.4,8.4
2015/16,13,Watford,Meteg Vydra,Spent,Full Transfer,8.4,8.4
2015/16,13,Watford,Obbi Oulare,Spent,Full Transfer,8.23,8.23
2015/16,13,Watford,Steven Berhuis,Spent,Full Transfer,6.5,6.5
2015/16,13,Watford,Mario Suarez,Spent,Full Transfer,5.3,5.3
2015/16,13,Watford,Valon Behrami,Spent,Full Transfer,3.5,3.5
2015/16,13,Watford,Jose Holebas,Spent,Full Transfer,2.5,2.5
2015/16,13,Watford,Victor Ibarbo,Spent,Loan Fee,2,2
2015/16,13,Watford,Fernando Forestieri,Received,Full Transfer,4.12,-4.12
2015/16,13,Watford,Matej Vydra,Received,Loan Fee,2.7,-2.7
2015/16,13,Watford,Diego Fabbirni,Received,Full Transfer,2,-2
2015/16,13,Watford,Miguel Layun,Received,Loan Fee,0.5,-0.5
2015/16,13,Watford,Lewis McGugan,Received,Full Transfer,0.43,-0.43
2015/16,14,West Bromwich Albion,Jose Salomon Rondon,Spent,Full Transfer,17,17
2015/16,14,West Bromwich Albion,James Chester,Spent,Full Transfer,11.3,11.3
2015/16,14,West Bromwich Albion,Jonny Evans,Spent,Full Transfer,8.3,8.3
2015/16,14,West Bromwich Albion,Rickie Lambert,Spent,Full Transfer,4.2,4.2
2015/16,14,West Bromwich Albion,James McClean,Spent,Full Transfer,2.1,2.1
2015/16,14,West Bromwich Albion,Brown Ideye,Received,Full Transfer,5.42,-5.42
2015/16,14,West Bromwich Albion,Graham Dorrans,Received,Full Transfer,4.1,-4.1
2015/16,14,West Bromwich Albion,Sebastian Blanco,Received,Full Transfer,2,-2
2015/16,14,West Bromwich Albion,Joleon Lescott,Received,Full Transfer,1.4,-1.4
2015/16,15,Crystal Palace,Yohan Cabaye,Spent,Full Transfer,13.9,13.9
2015/16,15,Crystal Palace,Connor Wickham,Spent,Full Transfer,10,10
2015/16,15,Crystal Palace,Alex McCarthy,Spent,Full Transfer,4.9,4.9
2015/16,15,Crystal Palace,Glenn Murray,Received,Full Transfer,5.4,-5.4
2015/16,16,Bournemouth,Benik Afobe,Spent,Full Transfer,13.3,13.3
2015/16,16,Bournemouth,Tyrone Mings,Spent,Full Transfer,11.3,11.3
2015/16,16,Bournemouth,Max Gradel,Spent,Full Transfer,10,10
2015/16,16,Bournemouth,Lewis Grabban,Spent,Full Transfer,9.35,9.35
2015/16,16,Bournemouth,Glenn Murray,Spent,Full Transfer,5.4,5.4
2015/16,16,Bournemouth,Lee Tomlin,Spent,Full Transfer,4.3,4.3
2015/16,16,Bournemouth,Juan Iturbe,Spent,Loan Fee,1.2,1.2
2015/16,16,Bournemouth,Rhoys Wiggins,Spent,Full Transfer,0.26,0.26
2015/16,16,Bournemouth,Yann Kermorgant,Received,Full Transfer,0.65,-0.65
2015/16,17,Sunderland,Wahbi Khazri,Spent,Full Transfer,11.8,11.8
2015/16,17,Sunderland,Jermain Lens,Spent,Full Transfer,11.4,11.4
2015/16,17,Sunderland,Fabio Borini,Spent,Full Transfer,10.7,10.7
2015/16,17,Sunderland,Ricardo Alvarez,Spent,Full Transfer,10.5,10.5
2015/16,17,Sunderland,Lamine Kone,Spent,Full Transfer,6.5,6.5
2015/16,17,Sunderland,Younes Kaboul,Spent,Full Transfer,4.3,4.3
2015/16,17,Sunderland,Santiago Vergini,Spent,Full Transfer,2.85,2.85
2015/16,17,Sunderland,Adam Matthews,Spent,Full Transfer,2.8,2.8
2015/16,17,Sunderland,Sebastian Coates,Spent,Full Transfer,2.8,2.8
2015/16,17,Sunderland,Dame N'Doye,Spent,Loan Fee,1.4,1.4
2015/16,17,Sunderland,Jan Kirchoff,Spent,Full Transfer,1,1
2015/16,17,Sunderland,Connor Wickham,Received,Full Transfer,10,-10
2015/16,17,Sunderland,Sebastian Coates,Received,Loan Fee,0.32,-0.32
2015/16,17,Sunderland,Emanuele Giaccherini,Received,Loan Fee,0.325,-0.325
2015/16,18,Newcastle United,Georginio Wijnaldum,Spent,Full Transfer,20,20
2015/16,18,Newcastle United,Aleksandar Mitrovic,Spent,Full Transfer,18.5,18.5
2015/16,18,Newcastle United,Florian Thauvin,Spent,Full Transfer,18.35,18.35
2015/16,18,Newcastle United,Jonjo Shelvey,Spent,Full Transfer,16,16
2015/16,18,Newcastle United,Andros Townsend,Spent,Full Transfer,15.7,15.7
2015/16,18,Newcastle United,Chancel Mbemba,Spent,Full Transfer,12,12
2015/16,18,Newcastle United,Henri Saivet,Spent,Full Transfer,6,6
2015/16,18,Newcastle United,Seydou Doumbia,Spent,Full Transfer,1,1
2015/16,18,Newcastle United,Ivan Toney,Spent,Full Transfer,0.7,0.7
2015/16,18,Newcastle United,Davide Santon,Received,Full Transfer,3.7,-3.7
2015/16,18,Newcastle United,Mehdi Abeid,Spent,Full Transfer,0.6,0.6
2015/16,18,Newcastle United,Mike Williamson,Spent,Full Transfer,0.33,0.33
2015/16,19,Norwich City,Timm Klose,Spent,Full Transfer,11,11
2015/16,19,Norwich City,Steven Naismith,Spent,Full Transfer,11,11
2015/16,19,Norwich City,Robbie Brady,Spent,Full Transfer,9.9,9.9
2015/16,19,Norwich City,Graham Dorrans,Spent,Full Transfer,4.1,4.1
2015/16,19,Norwich City,Ivo Pinto,Spent,Full Transfer,3.7,3.7
2015/16,19,Norwich City,Matt Jarvis,Spent,Full Transfer,3.4,3.4
2015/16,19,Norwich City,James Maddison,Spent,Full Transfer,2.65,2.65
2015/16,19,Norwich City,Andrew Wisdom,Spent,Loan Fee,1.8,1.8
2015/16,19,Norwich City,Lewis Grabban,Received,Full Transfer,9.35,-9.35
2015/16,19,Norwich City,Bradley Johnson,Received,Full Transfer,8.1,-8.1
2015/16,19,Norwich City,Gary Hooper,Received,Full Transfer,3.9,-3.9
2015/16,19,Norwich City,Cameron McGeehan,Received,Full Transfer,0.14,-0.14
2015/16,20,Aston Villa,Jordan Ayew,Spent,Full Transfer,12,12
2015/16,20,Aston Villa,Jordan Amavi,Spent,Full Transfer,11,11
2015/16,20,Aston Villa,Jordan Veretout,Spent,Full Transfer,10,10
2015/16,20,Aston Villa,Adama Traore,Spent,Full Transfer,10,10
2015/16,20,Aston Villa,Idrissa Gueye,Spent,Full Transfer,9,9
2015/16,20,Aston Villa,Rudy Gestede,Spent,Full Transfer,8.5,8.5
2015/16,20,Aston Villa,Scott Sinclair,Spent,Full Transfer,3.5,3.5
2015/16,20,Aston Villa,Joleon Lescott,Spent,Full Transfer,1.4,1.4
2015/16,20,Aston Villa,Jose Crespo,Spent,Full Transfer,0.7,0.7
2015/16,20,Aston Villa,Tiago Ilori,Spent,Loan Fee,0.35,0.35
2015/16,20,Aston Villa,Christian Benteke,Received,Full Transfer,46.5,-46.5
2015/16,20,Aston Villa,Fabian Delph,Received,Full Transfer,11.5,-11.5
2015/16,20,Aston Villa,Andreas Weimann,Received,Full Transfer,3.8,-3.8
2015/16,20,Aston Villa,Yacouba Sylla,Received,Full Transfer,1.5,-1.5
2015/16,20,Aston Villa,Matthew Lowton,Received,Full Transfer,1.4,-1.4
